"PR2V024295",2374,"ALLIGATOR PARK, A COOPERATIVE","Charlotte","6400 TAYLOR RD","PUNTA GORDA","FL","33950",404,05/31/1996,"Approved","Incorporated","MA00022583","HOME OWNERS OF ALLIGATOR PARK INC",,"6400 TAYLOR RD # 112","PUNTA GORDA","FL","33950"
"PR2S019026",2127,"ALOHA KAI COOP","Sarasota","6020 MIDNIGHT PASS ROAD","SARASOTA","FL","342422296",68,01/01/1963,"Approved","Incorporated","MA00001346","ALOHA KAI ASSN",,"6020 MIDNIGHT PASS RD","SARASOTA","FL","342422296"
"PR2V024322",2375,"ALPINE VILLAGE ROC INC","Highlands","18 CENTER ST","LAKE PLACID","FL","33852",94,04/03/1997,"Approved","Incorporated","MA00022609","ALPINE VILLAGE ROC INC",,"18 CENTER STREET","LAKE PLACID","FL","33852"
"PR2P015054",1696,"ALTAMIRA TERRACE","Polk","0 HIGHLAND PARK DR N","LAKE WALES","FL","33898",8,05/30/1985,"Approved","Incorporated","MA00004126","ALTAMIRA TERRACE HOA ASSN PH 1 INC","C/O DEBORAH SMITH"," P O BOX 226","LAKE WALES","FL","33859-0026"
"PR2S017342",1940,"AMBASSADOR II","Palm Beach","2780 SOUTH OCEAN BOULEVARD","PALM BEACH","FL","334805544",96,03/18/1969,"Approved","Incorporated","MA00006696","AMBASSADOR II CORP THE",,"2780 S OCEAN BLVD","PALM BEACH","FL","334805544"
"PR2S018792",2098,"AMBASSADOR SOUTH","Broward","3131 SOUTH OCEAN DRIVE","HALLANDALE","FL","330097270",75,04/09/1962,"Approved","Incorporated","MA00000844","AMBASSADOR SOUTH CO-OP INC",,"3131 S OCEAN DR","HALLANDALE","FL","330097270"
"PR2S017887",1996,"AMBASSADOR SOUTH DEV","Palm Beach","2774 SOUTH OCEAN BOULEVARD","PALM BEACH","FL","334805543",95,01/01/1968,"Approved","Incorporated","MA00011673","2774 SOUTH OCEAN, INC.",,"2774 S OCEAN BLVD","PALM BEACH","FL","33480"
"PR2L012382",1685,"AMERI-CANA RESORTS CO-OP","Brevard","6700 US HWY 1","COCOA","FL","32922",417,07/13/1981,"Approved","Incorporated","MA00006586","AMERI-CANA RESORTS CO-OP INC",,"6700 US HWY #1","ROCKLEDGE","FL","32955"
"PR2530",2543,"AMORET APARTMENT CLUB INC","Polk","1563 HIGHLAND PARK DR S","LAKE WALES","FL","33898",8,06/17/1991,"Approved","Incorporated","MA69591","AMORET APARTMENT CLUB INC",,"212 E STUART AVE","LAKE WALES","FL","33853"
"PR2S016809",1883,"ANCHORAGE APTS","Dade","10001 E BAY HARBOR DR","BAY HARBOR ISLANDS","FL","331541539",8,01/01/1974,"Approved","Incorporated","MA00001729","ANCHORAGE APTS (TCPC CORP)","C/O BOB KANUTH","10001 E BAY HARBOR DR #4 SOUTH","BAY HARBOR ISLANDS","FL","33154"
"PR2S016270",1823,"ANDORIC APTS.","Broward","901 SOUTH SURF ROAD","HOLLYWOOD","FL","330192114",40,02/25/1967,"Approved","Incorporated","MA00012553","ANDORIC APTS INC",,"901 S SURF RD","HOLLYWOOD","FL","330192114"
"PR2S015265",1713,"APARTMENTS OWNERS OF CARRIAGE HOUSE","Sarasota","701 BARCELONA AVENUE","VENICE","FL","33595",20,04/01/1969,"Approved","Incorporated","MA00007961","APARTMENT OWNERS OF CARRIAGE HOUSE INC","C/O SUNVAST PROPERTIES INC","321 INTERSTATE BLVD","SARASOTA","FL","34240"
"PR2V004317",2216,"ARBORS, A COOPERATIVE, THE","Sarasota","515 TAMIAMI TRAIL SOUTH","OSPREY","FL","342299215",185,11/03/1986,"Approved","Incorporated","MA00014376","ARBORS MOBILE HOME OWNER'S ASSOC., INC.",,"515 TAMIAMI TRAIL SOUTH","OSPREY","FL","342299215"
"PR2V001088",2209,"ARIANA SHORES MOBILE HOME PARK","Polk","135 PARADISE LN","AUBURNDALE","FL","338232017",128,07/02/1986,"Approved","Incorporated","MA00007675","ARIANA SHORES HOMEOWNERS ASSOC., INC.",,"116A PARADISE LANE","AUBURNDALE","FL","33823"
"PR2S019204",2151,"ATLANTIC APTS.","Broward","90 N.E. 19TH AVENUE","DEERFIELD BEACH","FL","334414541",14,12/06/1971,"Approved","Incorporated","MA00002589","ATLANTIC APTS., INC.","C/O LAUREN PUCCIA, PRESIDENT","21 LARCHWOOD DRIVE","PITTSFORD","NY","14534"
"PR2S018669",2082,"ATLANTIC TOWERS","Broward","1920 S OCEAN DR","FORT LAUDERDALE","FL","33316",169,12/11/1963,"Approved","Incorporated","MA00008430","ATLANTIC TOWERS CORP.",,"1920 SOUTH OCEAN DRIVE","FORT LAUDERDALE","FL","333163764"
"PR2S018148",2024,"AVONDALE APTS.","Dade","10170 COLLINS AVENUE","BAL HARBOUR","FL","331541612",12,10/11/1954,"Approved","Incorporated","MA00003449","AVONDALE APTS., INC.",,"10170 COLLINS AVENUE","BAL HARBOUR","FL","33154"
"PR2S018151",2025,"BA PART CORNER OF YACHT CLUB BLVD. AND","Broward"," SEMINOLE DRIVE","FORT LAUDERDALE","FL","33304",16,01/01/1955,"Approved","Incorporated","MA00005971","BA-PART CONDOMINIUM ASSOCIATION, INC.","C/O J & L PROPERTY MANAGEMENT INC","10191 WEST SAMPLE RD #203","CORAL SPRINGS","FL","33065"
"PR2S017144",1914,"BAHAMA CLUB","Collier","1121 GULF SHORE BLVD. NORTH","NAPLES","FL","339405398",35,04/11/1956,"Approved","Incorporated","MA00000995","BAHAMA CLUB INC","C/O COLLIER FINANCIAL INC","4985 TAMIAMI TRAIL EAST","NAPLES","FL","34113"
"PR2S016225",1815,"BAHIA VISTA","Broward","3037 HARBOR DRIVE","FORT LAUDERDALE","FL","333162432",19,01/01/1953,"Approved","Incorporated","MA00011820","BAHIA VISTA, INC.",,"9000 SHERIDAN STREET, #166","PEMBROKE PINES","FL","33024"
"PR2V020346",2281,"BAHR'S MOBILE HOMEOWNERS COOPERATIVE INC","Pasco","39449 COUNTY RD 54 E","ZEPHYRHILLS","FL","34248",94,04/16/1988,"Approved","Incorporated","MA00018930","BAHR'S MOBILE HOMEOWNERS COOPERATIVE INC",,"39444 DANCERS LANE","ZEPHYRHILLS","FL","33542"
"PR2S015602",1750,"BAL BRIDGE SOUTH, INC.","Dade","10230 COLLINS AVENUE","BAL HARBOUR","FL","331541425",17,10/01/1975,"Approved","Incorporated","MA00006835","BAL BRIDGE SOUTH INC","C/O CHARLES VENTURI","10230 COLLINS AVE APT 101","BAL HARBOUR","FL","33154"
"PR2S018622",2075,"BAL HARBOUR MANOR, INC.","Dade","10190 COLLINS AVENUE","BAL HARBOUR","FL","331541611",17,01/01/1968,"Approved","Incorporated","MA00012697","BAL HARBOUR MANOR, INC.","C/O FLA PROPERTY SOLUTIONS","1000 5TH STREET SUITE 200","MIAMI BEACH","FL","33139"
"PR2S017564",1957,"BALMORAL APTS., INC.","Dade","350 COLLINS AVENUE","MIAMI BEACH","FL","331396914",34,01/01/1961,"Approved","Delinquent","MA00002733","BALMORAL APARTMENTS, INC.","C/O AVANTAGE PROPERTY MANAGEMENT","1000 5TH STREET SUITE 1316","MIAMI","FL","33139"
"PR2S016483",1838,"BARCLAY HOUSE, INC.","Broward","715 N.E. 1ST COURT","DELRAY BEACH","FL","334835442",10,12/01/1960,"Approved","Incorporated","MA00005239","BARCLAY HOUSE INC",,"715 NE 1ST CT","DELRAY BEACH","FL","334835442"
"PR2S015949",1788,"BAVARIA APARTMENTS","Broward","1930 JACKSON STREET SUITE 1 C/O CHRISTINA STANWYCK","HOLLYWOOD","FL","330205054",20,01/22/1964,"Approved","Incorporated","MA00011098","BAVARIA APTS INC","C/O ANNA COOK","1930 JACKSON STREET SUITE 5","HOLLYWOOD","FL","33020"
"PR2V021709",2305,"BAY ARISTOCRAT VILLAGE, A MOBILE HOME PARK COOP","Pinellas","18675 US HWY 19 N","CLEARWATER","FL","33764",361,07/30/1990,"Approved","Incorporated","MA00020140","BAY ARISTOCRAT VILLAGE INC",,"18675 U.S. HIGHWAY 19 N","CLEARWATER","FL","33764"
"PR2S015874",1781,"BAY HARBOR CLUB","Dade","1155 103RD STREET","BAL HARBOUR","FL","331541231",24,01/01/1956,"Approved","Incorporated","MA00006112","BAY HARBOR CLUB, INC.","C/O SPECIALIZED CONDO MANAGEMENT","12955 BISCAYNE BLVD SUITE 314A","NORTH MIAMI","FL","33181"
"PR2V022422",2333,"BAY PALMS MOBILE HOME PARK A RESIDENTIALCOOPERATIVE","Charlotte","25163 EAST MARION AVENUE","PUNTA GORDA","FL","33950",45,12/28/1992,"Approved","Incorporated","MA00020788","HOMEOWNERS OF BAY PALMS M.H.P., INC.","C/O PALMER PROPERTY MGMT","6210 SCOTT STREET SUITE 214","PUNTA GORDA","FL","33950"
"PR2V001737",2211,"BAY TOWERS OF MIAMI COOPERATIVE","Dade","2316 BAY DRIVE","MIAMI BEACH","FL","331413483",21,11/17/1981,"Approved","Delinquent","MA00013087","BAY TOWERS COOPERATIVE APARTMENTS OF MIAMI, INC.","C/O TLG ENTERPRISES INC"," PO BOX 823898","PEMBROKE PINES","FL","33082"
"PR2491",2506,"BAYONET POINT VILLAGE CO-OP INC","Pasco","10705 MALDEN DRIVE","NEW PORT RICHEY","FL","34654",163,04/29/2004,"Approved","Incorporated","MA65443","BAYONET POINT VILLAGE CO-OP,   INC",,"10730 FALMOUTH COURT","NEW PORT RICHEY","FL","34654"
"PR2S016700",1867,"BAYSHORE CO-OP INC   F/N/A BAY SHORE COOP POINT VIEW APTS.","Dade","1430 BRICKELL BAY DRIVE","MIAMI","FL","33131",99,04/11/1960,"Approved","Incorporated","MA00011963","BAY SHORE COOPERATIVE INC","C/O MANAGEMENT OFFICE","1430 BRICKELL BAY DR","MIAMI","FL","33131"
"PR2520",2535,"BAYSHORE WINDMILL VILLAGE CO-OP INC","Manatee","603 63RD AVENUE WEST","BRADENTON","FL","34207",398,05/30/2006,"Approved","Delinquent","MA69112","BAYSHORE WINDMILL VILLAGE CO-OP INC",,"31200 NORTHWESTERN HWY","FARMINGTON HILLS","MI","48334"
"PR2X016184",2441,"BEACH BREEZE APTS","Broward","625 ORTON AVENUE","FORT LAUDERDALE","FL","333044026",20,05/07/1956,"Approved","Incorporated","MA00006972","BEACH BREEZE APTS., INC.","C/O DAVID E. BUCK, P.A.","2900 E. OAKLAND PARK BLVD.","FORT LAUDERDALE","FL","333061804"
"PR2X015624",2432,"BEACH DALE APTS.","Broward","700 ANTIOCH AVENUE","FORT LAUDERDALE","FL","333043956",20,05/07/1956,"Approved","Incorporated","MA00002006","BEACH DALE APARTMENTS","C/O DAVID E. BUCK, P.A./#103","2900 E. OAKLAND PARK BLVD.","FORT LAUDERDALE","FL","333061804"
"PR2X019094",2483,"BEACH RIDGE APARTMENTS","Broward","508 ANTIOCH AVENUE","FORT LAUDERDALE","FL","333043967",20,06/05/1956,"Approved","Incorporated","MA00012846","BEACH RIDGE APARTMENTS INC","C/O JERALD JESKE","508 ANTIOCH AVE UNIT 15","FORT LAUDERDALE","FL","33304"
"PR2X018040",2465,"BEACH SHORE APTS INC","Broward","700 BAYSHORE DRIVE","FORT LAUDERDALE","FL","333043951",28,05/01/1956,"Approved","Incorporated","MA00015374","BEACH SHORE APARTMENTS NC","C/O DAVID E BUCK","2900 E OAKLAND PARK BLVD","FORT LAUDERDALE","FL","33306"
"PR2S019011",2122,"BEACH SIDE APTS INC","Broward","624 ANTIOCH AVENUE","FORT LAUDERDALE","FL","333043954",20,01/01/1957,"Approved","Delinquent","MA00007843","BEACH SIDE APARTMENTS INC","C/O ALLIANCE PROPERTY SYSTEMS"," PO BOX 19439","PLANTATION","FL","33318"
"PR2X017512",2459,"BEACH VISTA APTS","Broward","624 ORTON AVENUE","FORT LAUDERDALE","FL","333044033",20,10/11/1956,"Approved","Incorporated","MA00010370","BEACH VISTA APARTMENTS INC","C/O DAVID M BUCK, PA STE 103","2900 E OAKLAND PARK BLVD","FORT LAUDERDALE","FL","333061804"
"PR2X016974",2449,"BEAUMONT APARTMENTS","Broward","3912 NE 22ND AVE","FORT LAUDERDALE","FL","333085641",17,01/01/1960,"Approved","Incorporated","MA00005380","BEAUMONT APARTMENTS INC","C/O T JAY VITARELLI CPA","5220 S UNIVERSITY DRIVE SUITE C-110","FORT LAUDERDALE","FL","33328"
"PR2V020392",2282,"BEL-AIRE MOBILE VILLAGE, A COOP","Pinellas"," 11300-124TH AVE N","LARGO","FL","34648",166,04/01/1988,"Approved","Incorporated","MA00018966","BEL-AIRE MOBILE HOME OWNERS, INC.",," 11300-124TH AVENUE NORTH","LARGO","FL","33778"
"PR2X018960",2479,"BERKELEY DIPLOMAT APTS","Broward","900 ATLANTIC SHORES BLVD","HALLANDALE","FL","330092675",68,02/01/1972,"Approved","Incorporated","MA00006248","BERKELEY-DIPLOMAT INC","C/O SUMMIT ASSOCIATION SERVICES","1489 W PALMETTO PARK RD #505","BOCA RATON","FL","33486"
"PR2X018443",2473,"BERMUDA COURT INC","Palm Beach","211 N OAK ST","LANTANA","FL","334622928",12,01/01/1959,"Approved","Incorporated","MA00001276","BERMUDA COURT, INC.","C/O FINSSON LLC","117 4TH AVE S","LAKE WORTH","FL","33460"
"PR2561",2580,"BETTY-DREW APARTMENTS","Pinellas","200 N BETTY LN","CLEARWATER","FL","33755",34,01/01/1975,"Approved","Incorporated","MA71334","BETTY-DREW APARTMENTS INC","C/O COMMUNITY MANAGEMENT SREVICES","5207 TROUBLE CREEK RD","NEW PORT RICHEY","FL","34652"
"PR2S017927",1999,"BEVERLY TERRACE MANOR","Dade","3224 BISCAYNE BLVD","MIAMI","FL","331374144",20,01/01/1944,"Approved","Incorporated","MA00012107","BEVERLY TERRACE MANOR CORP",,"435 NE 34TH STREET","MIAMI","FL","33137"
"PR2X017379",2456,"BEVERLY TERRACE PLACE","Dade","3300 BISCAYNE BLVD","MIAMI","FL","331373834",20,01/01/1940,"Approved","Delinquent","MA00007120","BEVERLY TERRACE PLACE, INC","C/O 3300 BISCAYNE HOLDINGS LLC","14261 COMMERCE WAY SUITE 205","MIAMI LAKES","FL","33016"
"PR2X016849",2448,"BIRCH COOPERATIVE APTS","Broward","711 BAYSHORE DR","FORT LAUDERDALE","FL","333043936",10,04/09/1956,"Approved","Incorporated","MA00002149","BIRCH CO-OP APARTMENTS INC",,"1605 NE 17TH AVE","FORT LAUDERDALE","FL","33305"
"PR2S016764",1875,"BISCAYNE LAKE GARDENS, COOP - A","Dade","2800 NE  203  STREET","NORTH MIAMI BEACH","FL","33180-2027",24,01/01/1969,"Approved","Incorporated","MA00013304","BISCAYNE LAKE GARDENS SERVICE CORP",,"2865 NE 201ST TERRACE","AVENTURA","FL","33180"
"PR2497",2512,"BISCAYNE LAKE GARDENS, COOP - B","Dade","2800 NE  203  STREET","NORTH MIAMI BEACH","FL","33180",36,12/31/2004,"Approved","Incorporated","MA00013304","BISCAYNE LAKE GARDENS SERVICE CORP",,"2865 NE 201ST TERRACE","AVENTURA","FL","33180"
"PR2498",2513,"BISCAYNE LAKE GARDENS, COOP - J","Dade","2800 NE  203  STREET","NORTH MIAMI BEACH","FL","33180",36,12/31/2004,"Approved","Incorporated","MA00013304","BISCAYNE LAKE GARDENS SERVICE CORP",,"2865 NE 201ST TERRACE","AVENTURA","FL","33180"
"PR2564",2583,"BISCAYNE SEA CLUB","Dade","8000 E DRIVE","NORTH BAY VILLAGE","FL","33141",51,02/28/1956,"Approved","Delinquent","MA71638","BISCAYNE SEA CLUB INC",,"20700 WEST DIXIE HIGHWAY","AVENTURA","FL","33180"
"PR2V026694",2419,"BLUE HERON MOBILE HOME OWNERS ASSN INC","Martin","4795 NE BLUE HERON LN","JENSEN BEACH","FL","34957",30,05/31/2005,"Approved","Incorporated","MA00025087","BLUE HERON MOBILE HOME OWNERS ASSN INC",,"4782 NE BLUE HERON LANE","JENSEN BEACH","FL","34957"
"PR2522",2537,"BLUE ISLES COOPERATIVE","Pasco"," 12609 AND 12615 1ST ISLE DR","HUDSON","FL","34667",4,06/08/2006,"Approved","Delinquent","MA69310","BLUE ISLES COOPERATIVE","C/O BIG SKY TRUST - CRAIG WHEELER","977 HICKOCK ST","LAS VEGAS","NV","89110-2652"
"PR2X015759",2435,"BLUE OCEAN LODGE","Palm Beach","5001 N OCEAN BLVD APT 22","OCEAN RIDGE","FL","33435-7330",18,01/01/1962,"Approved","Incorporated","MA00004670","BLUE OCEAN LODGE, INC.","C/O DAVID J PUMO","700 MEMORIAL DR","MACOMB","IL","61455"
"PR2V021737",2306,"BLUE SKY'S CO-OP INC","Collier","6405 RADIO RD","NAPLES","FL","34104",196,12/03/1990,"Approved","Incorporated","MA00020168","BLUE SKY'S CO-OP, INC.",,"6405 RADIO ROAD","NAPLES","FL","34104-4139"
"PR2X019255",2486,"BOCA BEACH APTS","Palm Beach","2531 S OCEAN BLVD","BOCA RATON","FL","334328349",8,12/21/1961,"Approved","Incorporated","MA00015517","BOCA BEACH APTS INC","C/O BRIAN MCBRINN","2531 S OCEAN BLVD APT 1","BOCA RATON","FL","33432"
"PR2535",2551,"BOCA CIEGA APARTMENTS INC UNIT 1","Pinellas","1834 SHORE DRIVE SOUTH","SOUTH PASADENA","FL","33707",18,04/27/1989,"Approved","Incorporated","MA69868","BOCA CIEGA APARTMENTS INC UNIT#1","C/O LAMONT MANAGEMENT INC.","250 104TH AVENUE","TREASURE ISLAND","FL","33706"
"PR2V021023",2296,"BOCA CIEGA ESTATES, A COOP","Pinellas","11200 WALSINGHAM ROAD","LARGO","FL","34648",139,05/24/1989,"Approved","Incorporated","MA00019587","BOCA CIEGA RESIDENTS' ASSOC., INC.","C/O HOLIDAY ISLES PROPERTY MANAGEMENT","11350 66TH STREET NORTH STE 124","LARGO","FL","33773"
"PR2X018713",2478,"BOCA GRANADA APARTMENTS","Broward","2561 S OCEAN BLVD","BOCA RATON","FL","334328348",10,01/01/1963,"Approved","Incorporated","MA00010517","BOCA GRANADA CONDO ASSN CORP","C/O GIOVANA MARTINEZ - TREASURER","2561 S. OCEAN BLVD APT. 8","BOCA RATON","FL","33432"
"PR2X017257",2453,"BOCA GRANADA WEST","Broward","2570 BANYAN RD","BOCA RATON","FL","334328218",10,05/16/1963,"Approved","Incorporated","MA00000550","BOCA GRANADA WEST INC",,"2570 BANYAN RD","BOCA RATON","FL","334328218"
"PR2S016717",1868,"BOCA RATON HEIGHTS APTS","Broward","444 W PALMETTO PARK RD","BOCA RATON","FL","334323682",32,06/12/1964,"Approved","Incorporated","MA00011371","BOCA RATON HEIGHTS APTS INC","C/O BILL PEPE","444 WEST PALMETTO PARK RD APT B 104","BOCA RATON","FL","33432"
"PR2V022844",2340,"BONFIRE MOBILE HOME VILLAGE, A RESIDENTIAL COOPERATIVE","Lake","629 MISTI LANE","LEESBURG","FL","34788",247,03/14/1994,"Approved","Incorporated","MA00021179","BONFIRE COOP ASSN INC",,"620 MISTI LN","LEESBURG","FL","34788"
"PR2V023598",2360,"BONITA BEACH TRAILER PARK COOP","Lee","27800 MEADOW LARK LANE","BONITA SPRINGS","FL","33923",149,12/26/1995,"Approved","Incorporated","MA00021897","BONITA BEACH TRAILER PARK COOP INC",,"27800 MEADOWLARK LANE","BONITA SPRINGS","FL","34134"
"PR2V026195",2411,"BONITA HEIGHTS PARK, A COOP","Lee","3650 BONITA BEACH RD","BONITA SPRINGS","FL","34134",34,04/26/2001,"Approved","Incorporated","MA00024584","BONITA HEIGHTS PARK COOPERATIVE,   INC","C/O GUARDIAN PROPERTY MANAGEMENT","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR2X016198",2442,"BONNIE VILLA APTS","Broward","2000 BUCHANAN ST","HOLLYWOOD","FL","330204039",22,10/22/1960,"Approved","Incorporated","MA00006387","BONNIE VILLA APTS., INC.","C/O MANAGE EXCHANGE","900 N FEDERAL HWY, SUITE 201","HALLANDALE BEACH","FL","33009"
"PR2S016117",1805,"BOUGAINVILLA 4627","Broward","4627 BOUGAINVILLA DR","LAUDERDALE-BY-THE-SE","FL","333083625",0,07/13/1962,"Approved","Incorporated","MA00001426","BOUGAINVILLA 4627 CONDO ASSN INC","C/O ANN M RHINESMITH"," PO BOX: 147","HOPE","NJ","07844"
"PR2V024420",2382,"BRADENTON TROPICAL PALMS INC","Manatee","2310 14TH ST W","BRADENTON","FL","34205",589,02/26/1997,"Approved","Incorporated","MA00022726","BRADENTON TROPICAL PALMS INC",,"10500 UNIVERSITY CENTER DR SUITE 190","TAMPA","FL","33612"
"PR2X019110",2484,"BREAKERS SEVILLE APTS","Broward","3015 SEVILLE ST","FORT LAUDERDALE","FL","333044326",8,01/01/1963,"Approved","Incorporated","MA00012253","BREAKERS SEVILLE, INC.","C/O MARILYN MCALLISTER","3015 SEVILLE ST APT 9","FORT LAUDERDALE","FL","33304"
"PR2X018578",2477,"BREAKWATER TOWERS","Broward","1900 S OCEAN DR","FORT LAUDERDALE","FL","333163763",185,01/01/1960,"Approved","Delinquent","MA00003960","BREAKWATER TOWERS CORP.",,"1900 S OCEAN DR","FORT LAUDERDALE","FL","33316"
"PR2X018056",2466,"BRIDGEHAMPTON","Palm Beach","801 N OCEAN BLVD","DELRAY BEACH","FL","334837247",12,07/05/1966,"Approved","Incorporated","MA00014803","BRIDGEHAMPTON, INC.",,"801 N OCEAN BLVD","DELRAY BEACH","FL","33483"
"PR2S022605",2190,"BRINY BREEZES INC","Palm Beach","5000 N OCEAN BLVD","BOYNTON BEACH","FL","33435",485,03/01/1960,"Approved","Incorporated","MA00020968","BRINY BREEZES, INC.",,"5000 N OCEAN BLVD","BOYNTON BEACH","FL","33435"
"PR2V021518",2302,"BRITTANY ESTATES RO ASSN INC","Lake","1000 MARK ROAD","LEESBURG","FL","32748",221,03/20/1990,"Approved","Incorporated","MA00019978","BRITTANY ESTATES RO ASSN INC",,"1000 MARK RD","LEESBURG","FL","34748"
"PR2X018464",2475,"BROADWATER BEACH ARMS I","Dade","6490 COLLINS AVE","MIAMI BEACH","FL","331414636",18,04/19/1966,"Approved","Incorporated","MA00009791","BROADWATER BEACH ARMS COOP 1",,"6490 COLLINS AVE, APT 12","MIAMI BEACH","FL","33141"
"PR2X017529",2460,"BROADWATER BEACH ARMS II","Dade","6494 COLLINS AVE","MIAMI BEACH","FL","331414637",18,03/28/1967,"Approved","Incorporated","MA00004803","BROADWATER BEACH ARMS COOP 2, INC.","C/O ANA VERDESIA","6494 COLLINS AVENUE # 30","MIAMI BEACH","FL","33141"
"PR2X016994",2450,"BROADWATER BEACH ARMS III","Dade","6498 COLLINS AVE","MIAMI BEACH","FL","331414638",18,05/28/1968,"Approved","Incorporated","MA00015655","BROADWATER BEACH ARMS COOP 3 INC","C/O YSABEL MARTIN","6498 COLLINS AVE APT 54","MIAMI BEACH","FL","33141"
"PR2V015040",2238,"BROOK TO BAY RESIDENTS' COOPERATIVE","Sarasota","1891 ENGLEWOOD RD","ENGLEWOOD","FL","342231837",166,10/15/1985,"Approved","Incorporated","MA00015023","BROOK TO BAY RESIDENTS' COOPERATIVE INC",,"1891 ENGLEWOOD RD","ENGLEWOOD","FL","342231837"
"PR2H026822",1681,"BROOKSIDE MOBILE MANOR INC","Pinellas","4150 66TH ST N","ST. PETERSBURG","FL","33709",82,01/28/1983,"Approved","Incorporated","MA00025221","BROOKSIDE MOBILE MANOR, INC.",,"4150 66TH STREET N #226","ST. PETERSBURG","FL","33709"
"PR2X017939",2464,"BROWNSTONE COOP APTS","Dade","10178 COLLINS AVE","BAL HARBOUR","FL","331541602",20,04/17/1959,"Approved","Delinquent","MA00010661","BROWNSTONE CO-OP APTS INC",,"10178 COLLINS AVE APT 107","BAL HARBOUR","FL","33154-1604"
"PR2V022992",2341,"BURNT STORE COLONY RO ASSN INC","Charlotte","15550 BURNT STORE ROAD","PUNTA GORDA","FL","33955",236,11/12/1993,"Approved","Incorporated","MA00021324","BURNT STORE COLONY RO ASSOC., INC.",,"15550 BURNT STORE ROAD","PUNTA GORDA","FL","33955"
"PR2S019020",2124,"CALUSA CLUB","Collier","214 BANYAN BLVD","NAPLES","FL","339405172",19,02/24/1969,"Approved","Delinquent","MA00000690","CALUSA CLUB","C/O  MELDON CONSULTANTS","4949 TAMIAMI TRAIL N SUITE 201","NAPLES","FL","34103-3017"
"PR2S018503",2062,"CAMBRIDGE THE","Broward","2900 NE 33RD CT","FORT LAUDERDALE","FL","333062059",20,01/01/1964,"Approved","Incorporated","MA00011521","CAMBRIDGE INC THE",,"2900 NE 33RD CT","FT LAUDERDALE","FL","33306"
"PR2S017981",2004,"CAMELLIA TERRACE","Broward","3530 NE 23RD AVE","LIGHTHOUSE POINT","FL","330648170",8,06/20/1962,"Approved","Incorporated","MA00006542","CAMELLIA TERRACE, INC.",,"2551 NW 15TH COURT","POMPANO BEACH","FL","33069"
