"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","23","PR74073","DADELAND PLACE, A CONDO","9001 SW 77TH AVE","","MIAMI","FL","33755","2025","636","636","0"
"Condominium Project","23","PR74073","DADELAND PLACE, A CONDO","9001 SW 77TH AVE","","MIAMI","FL","33755","2026","636","636","0"
"Condominium Project","16","PR1M020238","DAHLIA GARDENS CONDO","5041 W OAKLAND PARK BLVD","","LAUDERDALE LAKES","FL","333131515","2025","144","144","0"
"Condominium Project","16","PR1M020238","DAHLIA GARDENS CONDO","5041 W OAKLAND PARK BLVD","","LAUDERDALE LAKES","FL","333131515","2026","","",""
"Condominium Project","16","PR1M020238","DAHLIA GARDENS CONDO","5041 W OAKLAND PARK BLVD","","LAUDERDALE LAKES","FL","333131515","2024","144","144","0"
"Condominium Project","16","PR1M020238","DAHLIA GARDENS CONDO","5041 W OAKLAND PARK BLVD","","LAUDERDALE LAKES","FL","333131515","2022","144","158.4","0"
"Condominium Project","16","PR1M020238","DAHLIA GARDENS CONDO","5041 W OAKLAND PARK BLVD","","LAUDERDALE LAKES","FL","333131515","2023","144","144","0"
"Condominium Project","58","PR1S014523","DAHLIA VILLAGE A CONDO","DAHLIA DRIVE","","ORLANDO","FL","32807","2022","140","140","0"
"Condominium Project","58","PR1S014523","DAHLIA VILLAGE A CONDO","DAHLIA DRIVE","","ORLANDO","FL","32807","2023","140","140","0"
"Condominium Project","58","PR1S014523","DAHLIA VILLAGE A CONDO","DAHLIA DRIVE","","ORLANDO","FL","32807","2024","140","140","0"
"Condominium Project","58","PR1S014523","DAHLIA VILLAGE A CONDO","DAHLIA DRIVE","","ORLANDO","FL","32807","2026","140","140","0"
"Condominium Project","58","PR1S014523","DAHLIA VILLAGE A CONDO","DAHLIA DRIVE","","ORLANDO","FL","32807","2025","140","140","0"
"Condominium Project","58","PR1S011657","DAHLIA VILLAGE II, A CONDO","DAHLIA VILLAGE CIRCLE","","ORLANDO","FL","32807","2025","264","264","0"
"Condominium Project","58","PR1S011657","DAHLIA VILLAGE II, A CONDO","DAHLIA VILLAGE CIRCLE","","ORLANDO","FL","32807","2026","264","264","0"
"Condominium Project","58","PR1S011657","DAHLIA VILLAGE II, A CONDO","DAHLIA VILLAGE CIRCLE","","ORLANDO","FL","32807","2024","264","264","0"
"Condominium Project","58","PR1S011657","DAHLIA VILLAGE II, A CONDO","DAHLIA VILLAGE CIRCLE","","ORLANDO","FL","32807","2022","264","264","0"
"Condominium Project","58","PR1S011657","DAHLIA VILLAGE II, A CONDO","DAHLIA VILLAGE CIRCLE","","ORLANDO","FL","32807","2023","264","264","0"
"Condominium Project","23","PR1S022019","DAKOTA CONDO","111 EDGEWATER DRIVE","","CORAL GABLES","FL","33146","2023","20","20","0"
"Condominium Project","23","PR1S022019","DAKOTA CONDO","111 EDGEWATER DRIVE","","CORAL GABLES","FL","33146","2022","20","20","0"
"Condominium Project","23","PR1S022019","DAKOTA CONDO","111 EDGEWATER DRIVE","","CORAL GABLES","FL","33146","2024","20","20","0"
"Condominium Project","23","PR1S022019","DAKOTA CONDO","111 EDGEWATER DRIVE","","CORAL GABLES","FL","33146","2026","","",""
"Condominium Project","23","PR1S022019","DAKOTA CONDO","111 EDGEWATER DRIVE","","CORAL GABLES","FL","33146","2025","20","20","0"
"Condominium Project","23","PR1V026173","DAKOTA PARK SOUTH, A CONDO","1046 LENOX AVENUE","(UNITS 1, 2, 3, 4, 5 & 6)","MIAMI BEACH","FL","33139","2022","24","24","0"
"Condominium Project","23","PR1V026173","DAKOTA PARK SOUTH, A CONDO","1046 LENOX AVENUE","(UNITS 1, 2, 3, 4, 5 & 6)","MIAMI BEACH","FL","33139","2023","24","24","0"
"Condominium Project","23","PR1V026173","DAKOTA PARK SOUTH, A CONDO","1046 LENOX AVENUE","(UNITS 1, 2, 3, 4, 5 & 6)","MIAMI BEACH","FL","33139","2024","24","24","0"
"Condominium Project","23","PR1V026173","DAKOTA PARK SOUTH, A CONDO","1046 LENOX AVENUE","(UNITS 1, 2, 3, 4, 5 & 6)","MIAMI BEACH","FL","33139","2026","24","24","0"
"Condominium Project","23","PR1V026173","DAKOTA PARK SOUTH, A CONDO","1046 LENOX AVENUE","(UNITS 1, 2, 3, 4, 5 & 6)","MIAMI BEACH","FL","33139","2025","24","24","0"
"Condominium Project","60","PR1S009555","DALEWOOD CONDO","1401 NW 15TH AVE","","BOCA RATON","FL","334861129","2025","40","40","0"
"Condominium Project","60","PR1S009555","DALEWOOD CONDO","1401 NW 15TH AVE","","BOCA RATON","FL","334861129","2026","40","40","0"
"Condominium Project","60","PR1S009555","DALEWOOD CONDO","1401 NW 15TH AVE","","BOCA RATON","FL","334861129","2024","40","40","0"
"Condominium Project","60","PR1S009555","DALEWOOD CONDO","1401 NW 15TH AVE","","BOCA RATON","FL","334861129","2023","40","40","0"
"Condominium Project","60","PR1S009555","DALEWOOD CONDO","1401 NW 15TH AVE","","BOCA RATON","FL","334861129","2022","40","40","0"
"Condominium Project","60","PR1S001252","DALTON PLACE CONDO","4720 S OCEAN BLVD","","HIGHLAND BEACH","FL","334875309","2024","488","488","0"
"Condominium Project","60","PR1S001252","DALTON PLACE CONDO","4720 S OCEAN BLVD","","HIGHLAND BEACH","FL","334875309","2025","488","488","0"
"Condominium Project","60","PR1S001252","DALTON PLACE CONDO","4720 S OCEAN BLVD","","HIGHLAND BEACH","FL","334875309","2026","488","488","0"
"Condominium Project","60","PR1S001252","DALTON PLACE CONDO","4720 S OCEAN BLVD","","HIGHLAND BEACH","FL","334875309","2022","488","488","0"
"Condominium Project","60","PR1S001252","DALTON PLACE CONDO","4720 S OCEAN BLVD","","HIGHLAND BEACH","FL","334875309","2023","488","488","0"
"Condominium Project","62","PR1S002486","DAN'S ISLAND ON SAND KEY A CONDO","1600 GULF BLVD","","CLEARWATER","FL","346302923","2022","340","340","0"
"Condominium Project","62","PR1S002486","DAN'S ISLAND ON SAND KEY A CONDO","1600 GULF BLVD","","CLEARWATER","FL","346302923","2026","340","340","0"
"Condominium Project","62","PR1S002486","DAN'S ISLAND ON SAND KEY A CONDO","1600 GULF BLVD","","CLEARWATER","FL","346302923","2025","340","340","0"
"Condominium Project","62","PR1S002486","DAN'S ISLAND ON SAND KEY A CONDO","1600 GULF BLVD","","CLEARWATER","FL","346302923","2023","340","340","0"
"Condominium Project","62","PR1S002486","DAN'S ISLAND ON SAND KEY A CONDO","1600 GULF BLVD","","CLEARWATER","FL","346302923","2024","340","340","0"
"Condominium Project","62","PR1S002485","DAN'S ISLAND ON SAND KEY, A CONDO","1660 GULF BLVD","","CLEARWATER","FL","346302935","2024","344","344","0"
"Condominium Project","62","PR1S002485","DAN'S ISLAND ON SAND KEY, A CONDO","1660 GULF BLVD","","CLEARWATER","FL","346302935","2023","344","344","0"
"Condominium Project","62","PR1S002485","DAN'S ISLAND ON SAND KEY, A CONDO","1660 GULF BLVD","","CLEARWATER","FL","346302935","2025","344","344","0"
"Condominium Project","62","PR1S002485","DAN'S ISLAND ON SAND KEY, A CONDO","1660 GULF BLVD","","CLEARWATER","FL","346302935","2026","344","344","0"
"Condominium Project","62","PR1S002485","DAN'S ISLAND ON SAND KEY, A CONDO","1660 GULF BLVD","","CLEARWATER","FL","346302935","2022","344","344","0"
"Condominium Project","46","PR1S000149","DANAH COURT CONDO","1111 SW CAPE CORAL PKY","","CAPE CORAL","FL","339147333","2024","32","32","0"
"Condominium Project","46","PR1S000149","DANAH COURT CONDO","1111 SW CAPE CORAL PKY","","CAPE CORAL","FL","339147333","2022","32","32","0"
"Condominium Project","46","PR1S000149","DANAH COURT CONDO","1111 SW CAPE CORAL PKY","","CAPE CORAL","FL","339147333","2026","32","32","0"
"Condominium Project","46","PR1S000149","DANAH COURT CONDO","1111 SW CAPE CORAL PKY","","CAPE CORAL","FL","339147333","2025","32","32","0"
"Condominium Project","46","PR1S000149","DANAH COURT CONDO","1111 SW CAPE CORAL PKY","","CAPE CORAL","FL","339147333","2023","32","32","0"
"Condominium Project","46","PR1S023994","DANAH WAY CONDO","615 ROSE GARDEN ROAD","","CAPE CORAL","FL","33914","2023","40","40","0"
"Condominium Project","46","PR1S023994","DANAH WAY CONDO","615 ROSE GARDEN ROAD","","CAPE CORAL","FL","33914","2022","40","40","0"
"Condominium Project","46","PR1S023994","DANAH WAY CONDO","615 ROSE GARDEN ROAD","","CAPE CORAL","FL","33914","2025","40","40","0"
"Condominium Project","46","PR1S023994","DANAH WAY CONDO","615 ROSE GARDEN ROAD","","CAPE CORAL","FL","33914","2026","40","40","0"
"Condominium Project","46","PR1S023994","DANAH WAY CONDO","615 ROSE GARDEN ROAD","","CAPE CORAL","FL","33914","2024","40","40","0"
"Condominium Project","74","PR1S008400","DANBURY BREAKERS, THE","3747 ATLANTIC AVE S","","DAYTONA BEACH","FL","320195209","2024","120","120","0"
"Condominium Project","74","PR1S008400","DANBURY BREAKERS, THE","3747 ATLANTIC AVE S","","DAYTONA BEACH","FL","320195209","2025","120","120","0"
"Condominium Project","74","PR1S008400","DANBURY BREAKERS, THE","3747 ATLANTIC AVE S","","DAYTONA BEACH","FL","320195209","2026","","",""
"Condominium Project","74","PR1S008400","DANBURY BREAKERS, THE","3747 ATLANTIC AVE S","","DAYTONA BEACH","FL","320195209","2023","120","120","0"
"Condominium Project","74","PR1S008400","DANBURY BREAKERS, THE","3747 ATLANTIC AVE S","","DAYTONA BEACH","FL","320195209","2022","120","132","0"
"Condominium Project","16","PR74711","DANIA PLACE CONDO","8181 W BROWARD BLVD STE 380","","PLANTATION","FL","33324","2022","36","36","0"
"Condominium Project","16","PR74711","DANIA PLACE CONDO","8181 W BROWARD BLVD STE 380","","PLANTATION","FL","33324","2023","36","39.6","0"
"Condominium Project","16","PR74711","DANIA PLACE CONDO","8181 W BROWARD BLVD STE 380","","PLANTATION","FL","33324","2024","36","43.56","0"
"Condominium Project","16","PR74711","DANIA PLACE CONDO","8181 W BROWARD BLVD STE 380","","PLANTATION","FL","33324","2025","36","47.92","0"
"Condominium Project","16","PR74711","DANIA PLACE CONDO","8181 W BROWARD BLVD STE 380","","PLANTATION","FL","33324","2026","36","36","0"
"Condominium Project","16","PR1S015820","DANIANS CONDO #2","608 N.E. 2ND STREET #2","","DANIA","FL","330043351","2026","224","224","0"
"Condominium Project","16","PR1S015820","DANIANS CONDO #2","608 N.E. 2ND STREET #2","","DANIA","FL","330043351","2025","224","224","0"
"Condominium Project","16","PR1S015820","DANIANS CONDO #2","608 N.E. 2ND STREET #2","","DANIA","FL","330043351","2022","224","224","0"
"Condominium Project","16","PR1S015820","DANIANS CONDO #2","608 N.E. 2ND STREET #2","","DANIA","FL","330043351","2023","224","224","0"
"Condominium Project","16","PR1S015820","DANIANS CONDO #2","608 N.E. 2ND STREET #2","","DANIA","FL","330043351","2024","224","224","0"
"Condominium Project","16","PR1S015270","DANIANS NORTH","604 NE 2ND ST","","DANIA","FL","330043350","2024","496","496","0"
"Condominium Project","16","PR1S015270","DANIANS NORTH","604 NE 2ND ST","","DANIA","FL","330043350","2023","496","496","0"
"Condominium Project","16","PR1S015270","DANIANS NORTH","604 NE 2ND ST","","DANIA","FL","330043350","2022","496","496","0"
"Condominium Project","16","PR1S015270","DANIANS NORTH","604 NE 2ND ST","","DANIA","FL","330043350","2025","496","496","0"
"Condominium Project","16","PR1S015270","DANIANS NORTH","604 NE 2ND ST","","DANIA","FL","330043350","2026","496","496","0"
"Condominium Project","16","PR1S003921","DANIANS SOUTH","501 E DANIA BEACH BLVD","","DANIA","FL","330043047","2026","476","476","0"
"Condominium Project","16","PR1S003921","DANIANS SOUTH","501 E DANIA BEACH BLVD","","DANIA","FL","330043047","2025","476","476","0"
"Condominium Project","16","PR1S003921","DANIANS SOUTH","501 E DANIA BEACH BLVD","","DANIA","FL","330043047","2024","476","523.6","0"
"Condominium Project","16","PR1S003921","DANIANS SOUTH","501 E DANIA BEACH BLVD","","DANIA","FL","330043047","2023","476","476","0"
"Condominium Project","16","PR1S003921","DANIANS SOUTH","501 E DANIA BEACH BLVD","","DANIA","FL","330043047","2022","476","476","0"
"Condominium Project","23","PR76093","DANIELE, A CONDO","811 JEFFERSON AVENUE","","MIAMI BEACH","FL","33139","2022","40","44","0"
"Condominium Project","23","PR76093","DANIELE, A CONDO","811 JEFFERSON AVENUE","","MIAMI BEACH","FL","33139","2023","40","40","0"
"Condominium Project","23","PR76093","DANIELE, A CONDO","811 JEFFERSON AVENUE","","MIAMI BEACH","FL","33139","2024","40","44","0"
"Condominium Project","23","PR76093","DANIELE, A CONDO","811 JEFFERSON AVENUE","","MIAMI BEACH","FL","33139","2025","40","48.4","0"
"Condominium Project","23","PR76093","DANIELE, A CONDO","811 JEFFERSON AVENUE","","MIAMI BEACH","FL","33139","2026","","",""
"Condominium Project","76","PR77413","DANNELLY & VARIAN, A CONDO","UNKNOWN UNKNOWN","","PANAMA CITY","FL","32461","2025","72","0","72"
"Condominium Project","76","PR77413","DANNELLY & VARIAN, A CONDO","UNKNOWN UNKNOWN","","PANAMA CITY","FL","32461","2026","0","72","-72"
"Condominium Project","23","PR1P025694","DANTON, A CONDO, THE","1528-1532 DREXEL AVENUE","","MIAMI BEACH","FL","33139","2022","68","68","0"
"Condominium Project","23","PR1P025694","DANTON, A CONDO, THE","1528-1532 DREXEL AVENUE","","MIAMI BEACH","FL","33139","2023","68","74.8","0"
"Condominium Project","23","PR1P025694","DANTON, A CONDO, THE","1528-1532 DREXEL AVENUE","","MIAMI BEACH","FL","33139","2024","68","81.28","0"
"Condominium Project","23","PR1P025694","DANTON, A CONDO, THE","1528-1532 DREXEL AVENUE","","MIAMI BEACH","FL","33139","2025","68","68","0"
"Condominium Project","23","PR1P025694","DANTON, A CONDO, THE","1528-1532 DREXEL AVENUE","","MIAMI BEACH","FL","33139","2026","","",""
"Condominium Project","16","PR1S018767","DARBY HALL","1901 S OCEAN DR","","HOLLYWOOD","FL","330192413","2023","176","176","0"
"Condominium Project","16","PR1S018767","DARBY HALL","1901 S OCEAN DR","","HOLLYWOOD","FL","330192413","2022","176","176","0"
"Condominium Project","16","PR1S018767","DARBY HALL","1901 S OCEAN DR","","HOLLYWOOD","FL","330192413","2024","176","176","0"
"Condominium Project","16","PR1S018767","DARBY HALL","1901 S OCEAN DR","","HOLLYWOOD","FL","330192413","2026","176","176","0"
"Condominium Project","16","PR1S018767","DARBY HALL","1901 S OCEAN DR","","HOLLYWOOD","FL","330192413","2025","176","176","0"
"Condominium Project","23","PR75364","DARIA, A CONDO","1231 15TH TERRACE AND 1551 WEST AVE","","MIAMI BEACH","FL","33139","2022","24","26.4","0"
"Condominium Project","23","PR75364","DARIA, A CONDO","1231 15TH TERRACE AND 1551 WEST AVE","","MIAMI BEACH","FL","33139","2023","24","26.64","0"
"Condominium Project","23","PR75364","DARIA, A CONDO","1231 15TH TERRACE AND 1551 WEST AVE","","MIAMI BEACH","FL","33139","2024","24","24","0"
"Condominium Project","23","PR75364","DARIA, A CONDO","1231 15TH TERRACE AND 1551 WEST AVE","","MIAMI BEACH","FL","33139","2025","24","24","0"
"Condominium Project","23","PR75364","DARIA, A CONDO","1231 15TH TERRACE AND 1551 WEST AVE","","MIAMI BEACH","FL","33139","2026","","",""
"Condominium Project","68","PR1V009880","DAV-MAR CONDO","214 CALLE MIRAMAR","","SARASOTA","FL","342422011","2022","","",""
"Condominium Project","68","PR1V009880","DAV-MAR CONDO","214 CALLE MIRAMAR","","SARASOTA","FL","342422011","2023","","",""
"Condominium Project","68","PR1V009880","DAV-MAR CONDO","214 CALLE MIRAMAR","","SARASOTA","FL","342422011","2024","","",""
"Condominium Project","68","PR1V009880","DAV-MAR CONDO","214 CALLE MIRAMAR","","SARASOTA","FL","342422011","2026","","",""
"Condominium Project","68","PR1V009880","DAV-MAR CONDO","214 CALLE MIRAMAR","","SARASOTA","FL","342422011","2025","","",""
"Condominium Project","46","PR1S020559","DAVE'S COURT CONDO ASSN INC A CONDO","1005 SW 48TH TERRACE","","CAPE CORAL","FL","33904","2026","32","32","0"
"Condominium Project","46","PR1S020559","DAVE'S COURT CONDO ASSN INC A CONDO","1005 SW 48TH TERRACE","","CAPE CORAL","FL","33904","2025","32","32","0"
"Condominium Project","46","PR1S020559","DAVE'S COURT CONDO ASSN INC A CONDO","1005 SW 48TH TERRACE","","CAPE CORAL","FL","33904","2024","32","32","0"
"Condominium Project","46","PR1S020559","DAVE'S COURT CONDO ASSN INC A CONDO","1005 SW 48TH TERRACE","","CAPE CORAL","FL","33904","2022","32","32","0"
"Condominium Project","46","PR1S020559","DAVE'S COURT CONDO ASSN INC A CONDO","1005 SW 48TH TERRACE","","CAPE CORAL","FL","33904","2023","32","32","0"
"Condominium Project","18","PR73195","DAVID FOUR CONDO","7254 & 7256 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2022","","",""
"Condominium Project","18","PR73195","DAVID FOUR CONDO","7254 & 7256 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2023","","",""
"Condominium Project","18","PR73195","DAVID FOUR CONDO","7254 & 7256 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2024","","",""
"Condominium Project","18","PR73195","DAVID FOUR CONDO","7254 & 7256 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2025","","",""
"Condominium Project","18","PR73195","DAVID FOUR CONDO","7254 & 7256 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2026","","",""
"Condominium Project","18","PR73197","DAVID NINE CONDO","7204 & 7206 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2022","","",""
"Condominium Project","18","PR73197","DAVID NINE CONDO","7204 & 7206 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2023","","",""
"Condominium Project","18","PR73197","DAVID NINE CONDO","7204 & 7206 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2024","","",""
"Condominium Project","18","PR73197","DAVID NINE CONDO","7204 & 7206 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2025","","",""
"Condominium Project","18","PR73197","DAVID NINE CONDO","7204 & 7206 DAVID BOULEVARD","","ENGLEWOOD","FL","34224","2026","","",""
"Condominium Project","23","PR1V021011","DAVID WILLIAM HOTEL CONDO","700 BILTMORE WAY","","CORAL GABLES","FL","33134","2023","840","840","0"
"Condominium Project","23","PR1V021011","DAVID WILLIAM HOTEL CONDO","700 BILTMORE WAY","","CORAL GABLES","FL","33134","2022","840","840","0"
"Condominium Project","23","PR1V021011","DAVID WILLIAM HOTEL CONDO","700 BILTMORE WAY","","CORAL GABLES","FL","33134","2025","840","924","0"
"Condominium Project","23","PR1V021011","DAVID WILLIAM HOTEL CONDO","700 BILTMORE WAY","","CORAL GABLES","FL","33134","2026","840","840","0"
"Condominium Project","23","PR1V021011","DAVID WILLIAM HOTEL CONDO","700 BILTMORE WAY","","CORAL GABLES","FL","33134","2024","840","840","0"
"Condominium Project","46","PR1S003290","DAVIS COURT CONDO","RURAL ROUTE 19","","FORT MYERS","FL","339089819","2025","120","120","0"
"Condominium Project","46","PR1S003290","DAVIS COURT CONDO","RURAL ROUTE 19","","FORT MYERS","FL","339089819","2026","","",""
"Condominium Project","46","PR1S003290","DAVIS COURT CONDO","RURAL ROUTE 19","","FORT MYERS","FL","339089819","2024","120","120","0"
"Condominium Project","46","PR1S003290","DAVIS COURT CONDO","RURAL ROUTE 19","","FORT MYERS","FL","339089819","2023","120","120","0"
"Condominium Project","46","PR1S003290","DAVIS COURT CONDO","RURAL ROUTE 19","","FORT MYERS","FL","339089819","2022","120","120","0"
"Condominium Project","46","PR1S003289","DAVIS LAKE CONDO","DAVIS & IONA ROADS","","FORT MYERS","FL","33908","2023","396","399.4","0"
"Condominium Project","46","PR1S003289","DAVIS LAKE CONDO","DAVIS & IONA ROADS","","FORT MYERS","FL","33908","2022","396","396","0"
"Condominium Project","46","PR1S003289","DAVIS LAKE CONDO","DAVIS & IONA ROADS","","FORT MYERS","FL","33908","2024","396","396","0"
"Condominium Project","46","PR1S003289","DAVIS LAKE CONDO","DAVIS & IONA ROADS","","FORT MYERS","FL","33908","2026","396","396","0"
"Condominium Project","46","PR1S003289","DAVIS LAKE CONDO","DAVIS & IONA ROADS","","FORT MYERS","FL","33908","2025","396","396","0"
"Condominium Project","65","PR1S011264","DAVIS SHORES TOWN HOMES, A CONDO","200,202,204 GERARDO ST","","ST. AUGUSTINE","FL","32084","2023","16","17.6","0"
"Condominium Project","65","PR1S011264","DAVIS SHORES TOWN HOMES, A CONDO","200,202,204 GERARDO ST","","ST. AUGUSTINE","FL","32084","2022","16","16","0"
"Condominium Project","65","PR1S011264","DAVIS SHORES TOWN HOMES, A CONDO","200,202,204 GERARDO ST","","ST. AUGUSTINE","FL","32084","2024","16","17.6","0"
"Condominium Project","65","PR1S011264","DAVIS SHORES TOWN HOMES, A CONDO","200,202,204 GERARDO ST","","ST. AUGUSTINE","FL","32084","2025","16","19.36","0"
