"PR1V020358",67837,"1500 OCEAN CLUB, A CONDO","Broward","1500 N OCEAN BLVD","POMPANO BEACH","FL","33062",46,09/02/1988,"Approved","Recorded","MA00018942","1500 OCEAN CLUB CONDO ASSN INC",,"1500 NORTH OCEAN BLVD","POMPANO BEACH","FL","33062"
"PR1V006151",67185,"1514 SALZEDO, A CONDO","Dade","1514 SALZEDO ST","CORAL GABLES","FL","331343912",3,04/09/1987,"Approved","Recorded","MA00006284","1514 SALZEDO CONDO ASSN INC","C/O 3DM GROUP, LLC","13322 S.W. 128TH STREET","MIAMI","FL","33186"
"PR72275",74316,"1515 JOSEPHINE STREET CONDO","Monroe","1515 JOSEPHINE STREET","KEY WEST","FL","33040",2,11/22/2004,"Approved","Recorded","MA67208","1515 JOSEPHINE STREET CONDO ASSN, INC",,"1515 JOSEPHINE STREET","KEY WEST","FL","33040"
"PR1V024253",68114,"1523 WEST, A CONDO","Dade","1523 WEST AVENUE","MIAMI BEACH","FL","33139",12,12/03/1997,"Approved","Recorded","MA00022539","1523 WEST CONDO ASSN INC","C/O FYVE PROPERTY MANAGEMENT","1370 WASHINGTON AVE SUITE 307","MIAMI BEACH","FL","33139"
"PR1V026382",68392,"1525 PENNSYLVANIA CONDO","Dade","1525 PENNSYLVANIA AVE","MIAMI BEACH","FL","33139",18,12/23/2002,"Approved","Recorded","MA00024769","1525 PENNSYLVANIA CONDO ASSN INC","C/O AMERICAN PROPERTY MGMT SPECIALISTS","1370 WASHINGTON AVE SUITE 203","MIAMI BEACH","FL","33139"
"PR1V025843",68309,"1551, A CONDO","Dade","1551 LENOX AVENUE","MIAMI BEACH","FL","33139",8,05/18/2001,"Approved","Recorded","MA00024233","1551 CONDO ASSN INC","C/O ANDREA VELAZQUEZ","1370 WASHINGTON AVENUE SUITE 203","MIAMI BEACH","FL","33139"
"PR76127",78288,"1600 PENNSYLVANIA AVENUE CONDO","Dade","1600 PENNSYLVANIA AVENUE","MIAMI BEACH","FL","33139",19,02/13/2015,"Approved","Recorded","MA71189","1600 PENNSYLVANIA AVENUE CONDO ASSN INC","C/O SOBE PROPERTIES LLC","1680 MICHIGAN AVENUE SUITE 910","MIAMI BEACH","FL","33139"
"PR75654",77809,"1604 DREXEL CONDO","Dade","1604 DREXEL AVENUE","MIAMI BEACH","FL","33139",18,08/03/2011,"Approved","Recorded","MA70671","1604 DREXEL CONDO ASSN INC","C/O MIAMI POWERHOUSE MANAGEMENT","1000 FIFTH STREET SUITE # 208","MIAMI BEACH","FL","33139"
"PR1V026019",68337,"1610 PENNSYLVANIA CONDO","Dade","1610 -1612 PENNSYLVANIA AVE","MIAMI BEACH","FL","33139",8,11/09/2001,"Approved","Recorded","MA00024404","1610 PENNSYLVANIA CONDO ASSN, INC",," PO BOX 191042","MIAMI BEACH","FL","33119"
"PR1V025578",68269,"1610 RIVER PLACE CONDO","Dade","1610 N.W. NORTH RIVER DRIVE","MIAMI","FL","33123",35,11/20/2000,"Approved","Delinquent","MA00023969","1610 RIVER PLACE CONDO ASSN INC",,"85 GRAND CANAL DRIVE #201","MIAMI","FL","33144"
"PR1V025395",68246,"163-167 MONROE DRIVE, PLANTATION KEY, A CONDO","Monroe"," 163-167 MONROE DRIVE","VILLAGES OF ISLAMORA","FL","33070",3,02/16/2001,"Approved","Recorded","MA00023761","163-167 MONROE DRIVE PLANTATION KEY CONDO ASSN INC",,"3615 ANDERSON RD","CORAL GABLES","FL","33134"
"PR1V025642",68278,"16700 CONDO, A CONDO","Dade","16700 N.W. 55TH AVENUE","MIAMI","FL","33055",13,12/15/2000,"Approved","Recorded","MA00024038","16700 CONDO ASSOC., INC.","C/O AMERICAN MGT & REALTY INC","1691 WEST 37 STREET # 33","HIALEAH","FL","33012"
"PR72654",74696,"1727 A1A CONDO","Indian River","1727 HIGHWAY A1A","VERO BEACH","FL","32963",16,03/24/2006,"Approved","Recorded","MA67580","1727 A1A CONDO ASSN, INC",,"3195 SE GRAN PARK WAY","STUART","FL","34997"
"PR70293",72314,"1785 MARSEILLE DRIVE CONDO","Dade","1785 MARSEILLE DRIVE","NORTH BAY VILLAGE","FL","33141",4,11/01/2004,"Approved","Recorded","MA65223","1785 MARSEILLE DRIVE CONDO ASSN,   INC","C/O BRENNA VERNER","1785 MARSEILLE DR UNIT 1","MIAMI BEACH","FL","33141"
"PR73822",75877,"17TH TERRACE CONDO","Broward","1007 NORTH FEDERAL HWY","FORT LAUDERDALE","FL","33304",10,08/22/2006,"Approved","Recorded","MA68750","17TH TERRACE CONDOMINIUMS INC","C/O MARK DILLENBECK","1007 N FEDERAL HWY SUITE 163","FORT LAUDERDALE","FL","33304"
"PR73995",76062,"1800 MERIDIAN CONDO","Dade","1800 MERIDIAN AVE","MIAMI BEACH","FL","33139",10,04/16/2007,"Approved","Recorded","MA68919","1800 MERIDIAN CONDO ASSOC","C/O LEONARDO LUCCHETTA, ASSN TREASURER","717 ESPANOLA WAY APT 205","MIAMI BEACH","FL","33139"
"PR70431",72452,"1925 CALAIS DRIVE, A CONDO","Dade","1925 CALAIS DRIVE","NORTH BAY VILLAGE","FL","33141",6,10/21/2004,"Approved","Recorded","MA65363","1925 CALAIS DRIVE CONDO ASSN INC","C/O KEYSTONE PROPERTY MGMT","765 ARTHUR GODFREY RD","MIAMI BEACH","FL","33140"
"PR74526",76600,"MADISON, A CONDO","Broward","1925 MADISON STREET","HOLLYWOOD","FL","33020",24,07/27/2007,"Approved","Recorded","MA69473","1925 MADISON CONDO ASSN, INC.",,"1925 MADISON ST APT 9","HOLLYWOOD","FL","33009"
"PR73971",76030,"1951 MARKET CONDO","Duval","1951 NORTH MARKET STREET","JACKSONVILLE","FL","32206",15,02/01/2007,"Approved","Recorded","MA68894","1951 MARKET CONDO ASSN INC","C/O MANAGERS BOX","1951 MARKET CONDO ASSN INC","JACKSONVILLE","FL","32206"
"PR74209",76278,"20 CONDO","Dade","20 SOUTH SHORE DRIVE","MIAMI BEACH","FL","33141",11,09/12/2006,"Approved","Delinquent","MA69145","20 CONDO ASSN","C/O ANTONIO SILVA","18100 ATLANTIC BLVD SUITE 205","NORTH MIAMI BEACH","FL","33160"
"PR1V021109",67859,"2000 NORTH OCEAN DRIVE, A CONDO","Broward","2000 NORTH OCEAN DRIVE","HOLLYWOOD","FL","33019",8,08/23/1989,"Approved","Recorded","MA00019661","2000 NORTH OCEAN DRIVE CONDO ASSN INC",,"2000 N OCEAN DR APT 5","HOLLYWOOD","FL","33019"
"PR1V025161",68211,"210 MENDOZA AVENUE, A CONDO","Dade","210 MENDOZA AVENUE","CORAL GABLES","FL","33134",6,03/29/2000,"Approved","Recorded","MA00023475","210 MENDOZA AVENUE CONDO ASSN INC","c/o GRIFFIN REALTY","2050 CORAL WAY SUITE 305","MIAMI","FL","33145"
"PR71801",73833,"223 CALABRIA, A CONDO","Dade","223 CALABRIA AVENUE","CORAL GABLES","FL","33134",12,10/21/2005,"Approved","Recorded","MA66735","223 CALABRIA CONDO ASSN INC","GLORIA FAUS","2333 BRICKELL AVENUE #1815","MIAMI","FL","33129"
"PR74637",76711,"223 DOLPHIN BAY, A CONDO","Pinellas","223 DOLPHIN POINT","CLEARWATER","FL","33767",10,11/02/2007,"Approved","Delinquent","MA69583","223 DOLPHIN BAY CONDO ASSN INC","C/O ANTHONY CARUSO - 223 DOLPHIN POINT","140 ISLAND WAY UNIT 308","CLEARWATER BEACH","FL","33767"
"PR1V025247",68223,"2300 DIANA, A CONDO","Broward","2300 DIANA DRIVE","HALLANDALE","FL","33009",12,02/17/2000,"Approved","Recorded","MA00023610","2300 DIANA CONDO ASSN INC",," PO BOX 85284","HALLANDALE","FL","33008"
"PR1V026299",68384,"234 OLEANDER AVE","Palm Beach","234 OLEANDER AVE","PALM BEACH","FL","33480",6,03/21/2003,"Approved","Delinquent","MA00024686","234 OLEANDER AVENUE CONDO ASSN INC",," PO BOX  389","PALM BEACH","FL","33480"
"PR71754",73786,"235 ANTILLA CONDO","Dade","235 ANTILLA AVENUE","CORAL GABLES","FL","33134",12,01/26/2006,"Approved","Recorded","MA66688","235 ANTILLA CONDO ASSN, INC","C/O PROFESSIONAL MANAGEMENT & ASSOC","12905 SW 132 STREET #5","MIAMI","FL","33186"
"PR75881",78041,"2399 COLLINS AVENUE CONDO","Dade","2399 COLLINS AVENUE","MIAMI BEACH","FL","33139",245,12/31/2014,"Approved","Delinquent","MA70940","2399 COLLINS AVENUE CONDO ASSN INC","C/O LUX MGMT SERVICES","10001 W OAKLAND PARK BLVD SUITE 302","SUNRISE","FL","33351"
"PR1V011367",67520,"TWENTY-FIVE BAY TOWER, A CONDO","Dade","175 SE 25TH RD","MIAMI","FL","331292405",61,02/21/1979,"Approved","Delinquent","MA00000083","25 BAY TOWER ASSOCIATION, INC.",,"4100 NE SECOND AVE SUITE 307","MIAMI","FL","33137"
"PR74893",76979,"256-258 CONDO","Dade"," 256-258 NW 59 ST","MIAMI","FL","33127",2,03/16/2007,"Acknowledged","Recorded","MA69847","256-258 CONDO ASSN, INC.",,"1119 COTORRO AVE","CORAL GABLES","FL","33134"
"PR73674",75727,"2560 SOUTH OCEAN BOULEVARD CONDO","Palm Beach","2560 SOUTH OCEAN BOULEVARD","PALM BEACH","FL","33480",94,09/27/2006,"Approved","Recorded","MA68600","2560 SOUTH OCEAN BOULEVARD CONDO ASSN INC","C/O JEFF GREENE, PRESIDENT","2560 S OCEAN BLVD","PALM BEACH","FL","33480"
"PR69955",71977,"2807 ESTRELLA AVENUE CONDO","Hillsborough","2807 WEST ESTRELLA AVE","TAMPA","FL","33629",4,10/08/2004,"Approved","Delinquent","MA64899","2807 ESTRELLA AVENUE CONDO ASSN INC",,"4021 NW 4TH ST","COCONUT CREEK","FL","33066"
"PR1V026425",68398,"2870 PINE TREE, A CONDO","Dade","2870 PINE TREE DR","MIAMI BEACH","FL","33140",6,07/12/2002,"Approved","Recorded","MA00024811","2870 PINE TREE CONDO ASSN INC",,"2870 PINE TREE DR","MIAMI BEACH","FL","33140"
"PR71763",73795,"29 SANTILLANE AVENUE CONDO","Dade","29 SANTILLANE AVE","CORAL GABLES","FL","33134",10,11/30/2005,"Approved","Recorded","MA66697","29 SANTILLANE AVENUE CONDO ASSOC, INC","C/O A.S.P.M.G","85 GRAND CANAL DRIVE #201","MIAMI","FL","33144"
"PR1V000917",66897,"29 SOUTH PALMWAY CONDO","Palm Beach","29 S PALMWAY","LAKE WORTH","FL","334603963",4,09/16/1982,"Approved","Delinquent","MA00010162","29 SOUTH PALMWAY INC","C/O 29 S PALMWAY LANDTRUST","16842 SW 50TH ST","MIRAMAR","FL","33027"
"PR1V026594",68420,"2908 ROYAL PALM, A CONDO","Dade","2908 ROYAL PALM AVE","MIAMI BEACH","FL","33140",8,03/13/2002,"Approved","Recorded","MA00024980","2908 ROYAL PALM CONDO ASSN INC","C/O PAULA ARRAZOLA","4580 N. MICHIGAN AVE.","MIAMI BEACH","FL","33140"
"PR1V011360",67518,"2931 ST. JOHNS AVENUE, A CONDO","Duval","2931 SAINT JOHNS AVE","JACKSONVILLE","FL","322058726",8,03/07/1984,"Approved","Recorded","MA00012067","2931 ST JOHNS AVENUE CONDO ASSN INC",,"2931 ST JOHNS AVE # 3","JACKSONVILLE","FL","32205"
"PR1V022970",67990,"300 MERIDIAN PLACE, A CONDO","Dade","300 MERIDIAN AVENUE","MIAMI BEACH","FL","33139",7,05/25/1994,"Approved","Recorded","MA00021299","300 MERIDIAN PLACE CONDO ASSN","C/O BLUE SKY MIAMI","1680 MICHIGAN AVE SUITE # 908","MIAMI BEACH","FL","33139"
"PR1V006771",67218,"301 CHILEAN AVE CONDO","Palm Beach","301 CHILEAN AVE","PALM BEACH","FL","334804631",9,08/18/1983,"Approved","Recorded","MA00010290","301 CHILEAN AVENUE CONDO ASSN","C/O ELIZABETH SHIELDS DOWDLE","301 CHILIAN AVE #3","PALM BEACH","FL","33480"
"PR76396",78560,"302 BROADWAY CONDO","Marion","302 SE BROADWAY ST","OCALA","FL","34471",18,06/17/2016,"Approved","Recorded","MA71464","302 BROADWAY CONDO ASSN, INC",,"1553 SE FORT KING ST","OCALA","FL","34471"
"PR72479",74521,"306 SOUTH FREMONT, A CONDO","Hillsborough","306 SOUTH FREMONT AVENUE","TAMPA","FL","33606",4,12/02/2005,"Approved","Recorded","MA67408","306 SOUTH FREMONT CONDO ASSN, INC","C/O THOMAS HERNANDEZ","3121 W OAKLYN AVE","TAMPA","FL","33609"
"PR69871",71893,"308 64TH STREET, A CONDO","Manatee","308 64TH STREET","HOLMES BEACH","FL","34217",2,12/31/2003,"Approved","Recorded","MA64815","308 64TH STREET CONDO ASSN INC",,"308 64TH STREET","HOLMES BEACH","FL","34217"
"PR72653",74695,"308 CONDO","Manatee","308 67TH STREET","HOLMES BEACH","FL","34217",2,02/02/2006,"Approved","Recorded","MA67579","308 CONDO ASSN, INC",,"308 67TH STREET","HOLMES BEACH","FL","34217"
"PR1V026091",68349,"308 MARGARET STREET CONDO","Monroe","308 MARGARET STREET","KEY WEST","FL","33040",6,01/18/2002,"Approved","Recorded","MA00024479","308 MARGARET STREET CONDO ASSN INC","C/O SUSAN MCCALL","22431 GILMORE STREET","WEST HILLS","CA","91307"
"PR1V021834",67894,"313 CATHERINE, A CONDO","Monroe","313 CATHERINE STREET","KEY WEST","FL","33040",4,09/05/1990,"Approved","Delinquent","MA00020261","313 CATHERINE CONDO ASSN INC","C/O PATRICIA EABLES","313 CATHERINE STREET #3","KEY WEST","FL","33040"
"PR73267",75310,"3145 - 3147 JACKSON AVENUE, A CONDO","Dade","3145 JACKSON AVENUE","MIAMI","FL","33133",2,06/02/2006,"Approved","Recorded","MA68195","3145 - 3147 JACKSON AVENUE CONDO ASSN.",,"3145 JACKSON AVENUE","MIAMI","FL","33133"
"PR73335",75377,"32 FLAGLER, A CONDO","Dade","3201 WEST FLAGLER STREET","MIAMI","FL","33125",16,08/01/2006,"Approved","Recorded","MA68261","32 FLAGLER CONDO ASSN, INC",,"6201 SW 70TH ST SUITE 200","SOUTH MIAMI","FL","33143"
"PR76064",78224,"3201 COLLINS, A CONDO","Dade","3201 COLLINS AVENUE","MIAMI BEACH","FL","33140",13,04/29/2016,"Approved","Delinquent","MA71124","3201 COLLINS CONDO ASSN INC",,"3201 COLLINS AVE","MIAMI BEACH","FL","33140"
"PR1V016614",67748,"3205 COLONY CLUB ROAD, A CONDO","Broward","3205 COLONY CLUB RD","POMPANO BEACH","FL","330624712",6,07/28/1988,"Approved","Recorded","MA00012544","3205 COLONY CLUB ROAD INC","C/O JESS B WEISS MD","3205 COLONY CLUB RD  APT 3","POMPANO BEACH","FL","33062-4728"
"PR72189",74221,"326 SOUTHARD CONDO","Monroe","326 SOUTHARD STREET","KEY WEST","FL","33040",2,04/20/2006,"Approved","Recorded","MA67127","326 SOUTHARD CONDO ASSN, INC",,"302 SOUTHARD STREET STE 106","KEY WEST","FL","33040"
"PR1V013684",67620,"330 COCOANUT ROW, A CONDO","Palm Beach","330 COCOANUT ROW","PALM BEACH","FL","334804563",22,11/05/1982,"Approved","Recorded","MA00007032","330 COCOANUT ROW CONDO ASSN INC",,"330 COCOANUT ROW","PALM BEACH","FL","334804563"
"PR70460",72481,"330 CONDOS, A CONDO","Dade","7355 BYRON AVENUE","NORTH BAY VILLAGE","FL","33141",18,12/01/2004,"Approved","Delinquent","MA65395","330 CONDOS CONDO ASSN INC","C/O Fyve Property Management","1370 WASHINGTON AVE SUITE 307","MIAMI BEACH","FL","33139"
"PR1P006419",51747,"333 BY THE SEA, A CONDO","Brevard","333 ATLANTIC AVE BOX 1","COCOA BEACH","FL","32931",44,04/02/1982,"Approved","Recorded","MA00010327","333 BY THE SEA CONDO ASSN INC",,"928 E. NEW HAVEN AVE","MELBOURNE","FL","32901"
"PR1V000396",66868,"335 NAVARRE, A CONDO","Dade","335 NAVARRE AVE","CORAL GABLES","FL","331344244",8,01/01/1980,"Approved","Recorded","MA00011356","335 NAVARRE CONDO ASSN INC",,"335 NAVARRE AVE #10","CORAL GABLES","FL","331344244"
"PR1V025985",68331,"345 BAYSHORE, A CONDO","Hillsborough","345 BAYSHORE BLVD","TAMPA","FL","33606",243,10/17/2001,"Approved","Recorded","MA00024370","345 BAYSHORE CONDO ASSN",,"345 BAYSHORE BLVD","TAMPA","FL","33606"
"PR1V026810",68459,"350 SOUTH SHORE DRIVE AT THE VILLAGES OF NORMANDY ISLE, A CONDO","Dade","350 SOUTH SHORE DRIVE","MIAMI BEACH","FL","33141",20,12/28/2004,"Approved","Recorded","MA00025209","350 SOUTH SHORE DRIVE CONDOMINIUM ASSOCIATION, INC.",," PO BOX 415981","MIAMI BEACH","FL","33141"
"PR70277",72298,"401 BLU OF NORTH BEACH CONDO","Dade","401 69TH STREET","NORTH BAY VILLAGE","FL","33141",206,01/28/2005,"Approved","Recorded","MA65208","401 BLU OF NORTH BEACH CONDO ASSN,   INC",,"8200 NW 33RD STREET SUITE 300","DORAL","FL","33122-1901"
"PR71947",73979,"409 MARGARET STREET CONDO","Monroe","409 MARGARET STREET","KEY WEST","FL","33040",5,05/12/2006,"Approved","Delinquent","MA66882","409 MARGARET STREET CONDO ASSN INC","C/O TOM WASHAWANNY","409 MARGARET ST #C","KEY WEST","FL","33040"
